OPERATION_NAME,MACHINE_NAME,MACHINE_GROUP,Product_Item,Item_Code,CYCLE_TIME,CYCLE_START_TIME,CYCLE_COMPLETE_TIME,ROBOT_RUNNING_TIME,ROBOT_IDLE_TIME,ROBOT_MANUAL_MODE_TIME,ROBOT_ERROR_TIME,SHIFT_RUNNING_PART_COUNT,CURRENT_SHIFT,OEE,UPDATED_DATE,TOTAL_PRODUCTION_COUNT,TOTAL_RUNNING_TIME,TOTAL_IDLE_TIME,ROBOT_DOWNTIME,Downtime_Reason,Maintenance_Flag,Shift_Target,Shift_Achieved,Shift_Efficiency (%),Utilization_Rate (%),Error_Code,Downtime_Percentage,Maintenance_Needed,Status
ASTRA_ALIGNMENT_4,MAC_LINE_4_MACHINA,MACLINE-1,Galvion (V6.2),ZX-5620-C6,0,09-10-2025 22:33,09-10-2025 10:50,56.39,0.85,0,222.22,0,SHIFT-A,100,14-06-2025,0,28232,246,0,Sensor Fault,1,1313,1042,79.36,74.21,E916,0,1,Needs Attention
HELION_INSPECTION_4,MAC_LINE_3_NEURAX,MACLINE-4,Lumina (V6.1),ZX-2818-B9,137,09-10-2025 13:54,09-10-2025 13:57,10066,16757,0,130,78,SHIFT-A,46.53,14-06-2025,78,10252,21930,3,Sensor Fault,0,1306,1384,105.97,64.65,E474,0.01,1,Healthy
GALVION_COATING_2,MAC_LINE_4_VORTAN,MACLINE-2,Auralon (V3.9),NX-9393-C9,164,09-10-2025 10:51,09-10-2025 10:54,6317,21989,0,0,34,SHIFT-A,28.36,14-06-2025,34,6247,18258,113,Sensor Fault,1,1039,790,76.03,60.27,E824,0.4,1,Needs Attention
ORVION_SCREWING_5,MAC_LINE_2_DRAVON,MACLINE-2,Voltris (V7.8),ZX-9297-B9,201,09-10-2025 05:38,09-10-2025 05:41,15704,13323,0,57,77,SHIFT-C,100,09-06-2025,197,38950,38127,0,Sensor Fault,1,1436,1352,94.15,95.87,E779,0,1,Healthy
VOLTRIS_INSPECTION_3,MAC_LINE_4_NEURAX,MACLINE-1,Cerevex (V6.7),VX-5397-A5,2,09-10-2025 08:51,09-10-2025 08:51,0,0,77.05,222.22,0,SHIFT-C,100,09-06-2025,0,86081,0,370,Sensor Fault,0,811,822,101.36,74.39,E634,37000,1,Healthy
MACHINA_SEALING_5,MAC_LINE_2_NEXORA,MACLINE-4,Nexora (V1.1),TX-4961-C9,134,09-10-2025 05:45,09-10-2025 05:47,11064,16321,0,26,85,SHIFT-C,100,15-06-2025,278,36340,62652,525,Sensor Fault,1,995,975,97.99,77.07,E979,1.92,1,Healthy
LUMINA_TEST_3,MAC_LINE_5_HELION,MACLINE-1,Eonix (V7.5),NX-8762-B4,0,09-10-2025 22:33,09-10-2025 14:37,0,0,77.03,222.22,0,SHIFT-C,100,15-06-2025,0,83132,2934,370,Power Failure,0,1379,1236,89.63,77.78,E405,37000,0,Healthy
GALVION_CALIBRATION_1,MAC_LINE_5_NEXORA,MACLINE-1,Dravon (V9.9),HX-5311-A5,0,09-10-2025 23:43,09-10-2025 18:42,0,0,28459,0,0,SHIFT-C,0,15-06-2025,0,0,0,474,Network Issue,1,1316,1426,108.36,66.26,E218,47400,0,Healthy
VOLTRIS_CALIBRATION_3,MAC_LINE_5_CRYON,MACLINE-2,Helion (V2.6),VX-4200-A7,198,09-10-2025 05:36,09-10-2025 05:39,12745,16310,0,19,63,SHIFT-C,100,15-06-2025,177,34149,32254,59,Maintenance,0,1021,860,84.23,89.97,E707,0.2,1,Healthy
NEXORA_ALIGNMENT_2,MAC_LINE_2_QUANTOR,MACLINE-2,Galvion (V1.4),ZX-5074-C2,130,09-10-2025 05:48,09-10-2025 05:50,7758,20198,0,82,63,SHIFT-C,0,15-06-2025,179,22354,42506,0,Maintenance,1,1332,952,71.47,65.34,E797,0,1,Needs Attention
CEREVEX_INSPECTION_2,MAC_LINE_4_DRAVON,MACLINE-4,Voltris (V1.9),HX-5706-B6,135,09-10-2025 21:45,09-10-2025 21:47,10506,13663,0,0,76,SHIFT-B,41.26,18-08-2025,131,18179,38211,53,Manual Stop,0,1020,821,80.49,67.25,E277,0.22,0,Healthy
DRAVON_ALIGNMENT_3,MAC_LINE_2_ORVION,MACLINE-4,Zerion (V8.1),NX-6684-A5,149,09-10-2025 13:52,09-10-2025 13:54,13472,15175,0,64000,90,SHIFT-A,60.03,13-09-2025,90,13226,22021,205,Maintenance,1,1332,1415,106.23,87.45,E558,0.72,1,Healthy
NEURAX_MOUNTING_1,MAC_LINE_2_VORTAN,MACLINE-1,Orvion (V1.8),HX-1343-C9,2,09-10-2025 08:51,09-10-2025 08:51,0,0,98.87,222.22,0,SHIFT-A,100,09-06-2025,0,28480,0,475,Manual Stop,0,887,639,72.04,79.65,E227,47500,1,Needs Attention
ASTRA_SCREWING_1,MAC_LINE_5_QUANTOR,MACLINE-2,Orvion (V9.9),NX-7996-B6,200,09-10-2025 13:35,09-10-2025 13:39,8542,20070,0,0,43,SHIFT-A,38.4,09-06-2025,43,8459,18228,0,Manual Stop,1,1418,1334,94.08,89.93,E340,0,0,Healthy
DRAVON_CALIBRATION_3,MAC_LINE_5_AURALON,MACLINE-4,Orvion (V1.1),NX-5249-A4,131,09-10-2025 13:59,09-10-2025 14:02,7327,21403,0,64000,57,SHIFT-A,33.02,09-06-2025,57,7275,24086,51,Power Failure,0,922,917,99.46,78.25,E546,0.18,0,Healthy
SYNTRA_TEST_1,MAC_LINE_3_ASTRA,MACLINE-2,Machina (V7.6),NX-2693-B4,1,09-10-2025 13:19,09-10-2025 13:19,0,28277,0,0,43,SHIFT-A,0,09-06-2025,43,0,10611,48661,Network Issue,0,1430,1444,100.98,85.59,E976,172.08,0,Healthy
SYNTRA_CALIBRATION_5,MAC_LINE_5_CEREVEX,MACLINE-2,Voltris (V9.7),NX-3593-B7,307,09-10-2025 20:42,09-10-2025 20:47,0,28380,0,0,0,SHIFT-A,0,27-07-2025,0,0,28375,0,Network Issue,0,916,774,84.5,75.4,E964,0,0,Healthy
MACHINA_SEALING_3,MAC_LINE_3_MACHINA,MACLINE-2,Orvion (V8.9),NX-5600-C2,274,09-10-2025 21:54,09-10-2025 21:58,6450,22262,0,11,8,SHIFT-B,20.65,19-08-2025,17,9097,46556,0,Manual Stop,1,1215,1317,108.4,71.06,E958,0,0,Healthy
VORTAN_CALIBRATION_5,MAC_LINE_4_ORVION,MACLINE-4,Orvion (V8.0),ZX-6477-B5,149,09-10-2025 21:50,09-10-2025 21:52,11736,16909,23,64000,77,SHIFT-B,46.66,19-08-2025,136,20558,48039,267,Network Issue,0,1320,1166,88.33,76.48,E666,0.93,0,Healthy
GALVION_SCREWING_1,MAC_LINE_5_EONIX,MACLINE-2,Quantor (V7.3),HX-5948-C2,246,09-10-2025 21:22,09-10-2025 21:26,1433,26856,0,0,6,SHIFT-B,9.25,19-08-2025,16,4075,51897,634,Maintenance,1,937,1005,107.26,66.87,E479,2.24,1,Healthy
ZERION_SCREWING_3,MAC_LINE_4_SYNTRA,MACLINE-2,Zerion (V9.9),TX-5958-C4,0,09-10-2025 05:25,09-10-2025 03:36,1477,27185,0,0,5,SHIFT-C,100,12-09-2025,14,4864,74974,52,Sensor Fault,1,923,961,104.12,62.3,E507,0.18,1,Healthy
DRAVON_ALIGNMENT_3,MAC_LINE_2_VORTAN,MACLINE-4,Machina (V5.3),NX-8224-A6,0,09-10-2025 05:58,09-10-2025 05:51,12933,10673,0,69,90,SHIFT-C,100,12-09-2025,187,27773,61445,2768,Maintenance,0,906,684,75.5,94.66,E475,11.73,1,Needs Attention
DRAVON_SEALING_1,MAC_LINE_3_VOLTRIS,MACLINE-2,Lumina (V5.9),VX-4273-A7,347,09-10-2025 03:36,09-10-2025 03:42,2009,26347,0,0,5,SHIFT-C,100,12-09-2025,15,7709,75999,105,Manual Stop,0,1293,1311,101.39,69.71,E815,0.37,0,Healthy
LUMINA_MOUNTING_2,MAC_LINE_4_MACHINA,MACLINE-2,Axion (V7.0),TX-9761-A7,496,09-10-2025 05:34,09-10-2025 05:43,2409,119,0,789,7,SHIFT-C,0,12-09-2025,17,5051,65764,789,Power Failure,1,1006,1102,109.54,74.38,E456,31.2,0,Healthy
AXION_ASSEMBLY_5,MAC_LINE_4_HELION,MACLINE-1,Dravon (V6.5),TX-8478-C8,2,09-10-2025 08:51,09-10-2025 08:51,0,0,98.91,222.22,0,SHIFT-A,100,11-06-2025,0,28482,0,475,Maintenance,0,1392,1203,86.42,85.33,E955,47500,1,Healthy
VORTAN_INSPECTION_1,MAC_LINE_4_AURALON,MACLINE-1,Zerion (V1.5),ZX-8611-B2,17261,09-10-2025 13:54,09-10-2025 18:42,24,27610,51,0,0,SHIFT-A,0.11,11-06-2025,0,24,27608,28,Maintenance,0,982,1013,103.16,61.75,E729,0.1,1,Healthy
FLUXEN_SCREWING_3,MAC_LINE_2_VOLTRIS,MACLINE-2,Fluxen (V4.8),VX-6611-B9,199,09-10-2025 13:47,09-10-2025 13:51,11981,16483,0,0,59,SHIFT-A,53.72,11-06-2025,59,11835,11890,145,Maintenance,0,1044,945,90.52,71.19,E552,0.51,1,Healthy
AXION_MOUNTING_2,MAC_LINE_4_LUMINA,MACLINE-2,Quantor (V7.8),TX-1369-B4,175,09-10-2025 13:52,09-10-2025 13:55,11690,10815,18,8,50,SHIFT-A,47.96,11-06-2025,50,10565,3790,5765,Maintenance,1,1438,1475,102.57,76.61,E984,25.62,1,Healthy
ZERION_ALIGNMENT_1,MAC_LINE_2_CRYON,MACLINE-2,Cryon (V8.6),NX-4691-A3,0,09-10-2025 21:34,09-10-2025 21:34,0,28277,0,0,85,SHIFT-B,0,11-06-2025,113,0,16540,0,Power Failure,0,1348,1312,97.33,97,E755,0,0,Healthy
AURALON_PACKAGING_5,MAC_LINE_4_CEREVEX,MACLINE-1,Helion (V2.0),NX-3191-B9,231,09-10-2025 05:25,09-10-2025 05:29,12933,15301,10,0,49,SHIFT-C,0,12-06-2025,149,36921,47451,1,Maintenance,1,1140,1032,90.53,60.1,E274,0,1,Healthy
NEURAX_INSPECTION_4,MAC_LINE_4_MACHINA,MACLINE-1,Orvion (V1.7),NX-9429-B6,0,09-10-2025 06:11,09-10-2025 06:10,11222,17344,0,189,52,SHIFT-C,100,13-06-2025,165,36264,49307,4,Sensor Fault,1,1198,1265,105.59,71.85,E697,0.01,1,Healthy
VORTAN_INSPECTION_5,MAC_LINE_5_AXION,MACLINE-2,Lumina (V4.1),NX-6018-C5,196,09-10-2025 22:36,09-10-2025 22:39,194,28278,0,0,1,SHIFT-C,100,13-06-2025,69,13019,42175,0,Sensor Fault,1,1014,1010,99.61,73.68,E837,0,1,Healthy
EONIX_TEST_5,MAC_LINE_4_ORVION,MACLINE-4,NeuraX (V1.3),VX-6786-B8,147,09-10-2025 05:55,09-10-2025 05:58,10889,16033,0,1,82,SHIFT-C,100,13-06-2025,242,31078,59548,51,Power Failure,1,930,803,86.34,86.69,E589,0.19,0,Healthy
NEURAX_TEST_5,MAC_LINE_4_EONIX,MACLINE-4,Auralon (V6.9),ZX-2645-A1,140,09-10-2025 05:58,09-10-2025 06:00,8989,13383,25,64000,65,SHIFT-C,100,13-06-2025,214,29486,75934,184,Sensor Fault,0,1269,1010,79.59,94.16,E573,0.82,1,Needs Attention
VOLTRIS_MOUNTING_2,MAC_LINE_2_DRAVON,MACLINE-4,Vortan (V8.6),VX-1906-C3,152,09-10-2025 05:48,09-10-2025 05:51,10473,11754,0,64000,70,SHIFT-C,0,14-08-2025,233,36646,69758,93,Power Failure,0,1056,779,73.77,90.59,E851,0.42,1,Needs Attention
FLUXEN_SEALING_1,MAC_LINE_5_DRAVON,MACLINE-1,Auralon (V6.6),VX-4246-B1,249,09-10-2025 05:48,09-10-2025 05:52,10589,17267,226,0,39,SHIFT-C,100,09-06-2025,120,30653,54683,7,Manual Stop,1,1221,1265,103.6,69.75,E863,0.03,0,Healthy
CRYON_SCREWING_4,MAC_LINE_2_NEURAX,MACLINE-2,NeuraX (V4.8),ZX-7720-C6,0,09-10-2025 22:34,09-10-2025 14:56,0,28463,0,0,0,SHIFT-C,0,13-06-2025,66,8238,68968,0,Power Failure,0,1204,1031,85.63,67.46,E191,0,0,Healthy
GALVION_SCREWING_5,MAC_LINE_4_VORTAN,MACLINE-2,Auralon (V9.4),HX-6792-C2,1,09-10-2025 04:11,09-10-2025 04:11,0,28271,0,0,25,SHIFT-C,0,14-06-2025,99,0,59870,0,Manual Stop,0,855,800,93.57,97.02,E166,0,0,Healthy
AURALON_SEALING_3,MAC_LINE_5_CRYON,MACLINE-2,Astra (V2.4),ZX-4421-B7,0,09-10-2025 13:37,09-10-2025 13:37,0,28271,0,0,59,SHIFT-A,0,15-06-2025,59,0,18548,48661,Manual Stop,0,1001,889,88.81,96.72,E834,172.12,0,Healthy
DRAVON_PACKAGING_5,MAC_LINE_5_MACHINA,MACLINE-4,Cryon (V4.4),ZX-9739-A6,147,09-10-2025 05:30,09-10-2025 05:32,9213,13183,35,64000,65,SHIFT-C,100,15-06-2025,245,35864,66968,129,Power Failure,0,1484,1285,86.59,67.6,E407,0.58,0,Healthy
DRAVON_COATING_2,MAC_LINE_4_ASTRA,MACLINE-1,Quantor (V4.0),NX-7544-C7,0,09-10-2025 22:33,09-10-2025 14:37,0,0,77.03,222.22,0,SHIFT-C,100,15-06-2025,0,83132,2934,370,Network Issue,0,813,812,99.88,94.81,E450,37000,0,Healthy
FLUXEN_CALIBRATION_1,MAC_LINE_2_NEURAX,MACLINE-4,Cerevex (V5.8),VX-7259-A9,137,09-10-2025 21:38,09-10-2025 21:40,12040,15333,0,0,93,SHIFT-B,57.17,15-06-2025,193,25190,40632,0,Power Failure,0,1147,1208,105.32,73.43,E590,0,0,Healthy
HELION_SEALING_3,MAC_LINE_4_DRAVON,MACLINE-4,Cryon (V2.9),ZX-5107-C3,142,09-10-2025 21:40,09-10-2025 21:43,12856,15768,0,63960,89,SHIFT-B,57.97,15-06-2025,180,25544,42022,368,Manual Stop,0,934,664,71.09,86.76,E960,1.29,1,Needs Attention
AXION_INSPECTION_4,MAC_LINE_5_HELION,MACLINE-2,Machina (V4.4),VX-1052-C4,133,09-10-2025 21:50,09-10-2025 21:53,7158,20163,0,20,58,SHIFT-B,32.85,15-06-2025,116,14474,25434,0,Power Failure,0,997,881,88.37,82.33,E644,0,0,Healthy
CEREVEX_COATING_5,MAC_LINE_3_FLUXEN,MACLINE-2,Syntra (V9.5),VX-6079-C9,208,09-10-2025 21:43,09-10-2025 21:47,12166,16152,0,0,56,SHIFT-B,55.3,15-06-2025,114,24366,16342,7,Sensor Fault,1,1003,1063,105.98,85.34,E451,0.02,1,Healthy
VORTAN_COATING_3,MAC_LINE_4_ZERION,MACLINE-1,Lumina (V6.5),ZX-1350-B7,0,09-10-2025 23:43,09-10-2025 18:42,0,0,28459,0,0,SHIFT-B,0,15-06-2025,0,0,0,474,Manual Stop,0,852,660,77.46,60.55,E641,47400,1,Needs Attention
AXION_CALIBRATION_1,MAC_LINE_1_LUMINA,MACLINE-2,Dravon (V4.7),HX-2947-A2,196,09-10-2025 21:39,09-10-2025 21:42,11509,17893,0,17,55,SHIFT-B,49.82,15-06-2025,114,21951,21604,59,Power Failure,0,979,861,87.95,92.4,E897,0.2,0,Healthy
ASTRA_SCREWING_2,MAC_LINE_4_ZERION,MACLINE-2,Cryon (V2.1),HX-6493-A6,129,09-10-2025 05:45,09-10-2025 05:47,9510,18328,0,33,77,SHIFT-C,100,09-06-2025,199,24960,50562,0,Power Failure,0,1005,991,98.61,85.22,E740,0,0,Healthy
AURALON_CALIBRATION_3,MAC_LINE_2_ORVION,MACLINE-2,NeuraX (V7.0),NX-2870-A7,208,09-10-2025 04:44,09-10-2025 04:48,11633,14895,0,1786,60,SHIFT-C,100,10-06-2025,185,36565,31890,111,Maintenance,1,857,626,73.05,94.79,E320,0.42,1,Needs Attention
CRYON_ALIGNMENT_3,MAC_LINE_3_DRAVON,MACLINE-4,Astra (V3.9),HX-7871-B7,132,09-10-2025 05:43,09-10-2025 05:45,9077,13430,0,64000,71,SHIFT-C,100,10-06-2025,216,29056,73312,35,Sensor Fault,0,1333,1273,95.5,73.4,E728,0.16,1,Healthy
VOLTRIS_TEST_3,MAC_LINE_1_LUMINA,MACLINE-1,Syntra (V1.3),VX-4318-A3,228,09-10-2025 21:23,09-10-2025 21:27,12022,16249,48,0,53,SHIFT-B,54.05,10-06-2025,107,23815,32762,1,Power Failure,0,1092,881,80.68,62.63,E551,0,0,Healthy
ORVION_CALIBRATION_3,MAC_LINE_2_NEXORA,MACLINE-4,Galvion (V6.1),ZX-8241-C6,132,09-10-2025 21:50,09-10-2025 21:52,8700,19982,145,62898,67,SHIFT-B,42.57,10-06-2025,145,18756,47012,199,Sensor Fault,1,1127,959,85.09,90.72,E478,0.69,1,Healthy
GALVION_ASSEMBLY_1,MAC_LINE_4_VOLTRIS,MACLINE-1,Vortan (V4.3),ZX-3892-A3,239,09-10-2025 21:14,09-10-2025 21:18,13056,14514,0,0,53,SHIFT-B,64.95,10-06-2025,108,28621,27789,0,Sensor Fault,0,853,656,76.91,87.51,E532,0,1,Needs Attention
VORTAN_PACKAGING_4,MAC_LINE_2_ORVION,MACLINE-2,Astra (V1.5),VX-4748-C9,161,09-10-2025 21:46,09-10-2025 21:49,13395,14670,47,184,77,SHIFT-B,51.41,10-06-2025,126,22650,8443,227,Maintenance,1,1419,1400,98.66,74.68,E985,0.81,1,Healthy
ZERION_MOUNTING_2,MAC_LINE_1_MACHINA,MACLINE-2,Machina (V2.4),TX-6148-A3,110,09-10-2025 21:56,09-10-2025 21:58,8028,19783,0,0,77,SHIFT-B,30.47,10-06-2025,125,13426,33620,0,Manual Stop,0,1271,1345,105.82,67.99,E738,0,0,Healthy
EONIX_SEALING_2,MAC_LINE_5_ASTRA,MACLINE-2,Axion (V5.0),VX-2135-C1,209,09-10-2025 21:41,09-10-2025 21:44,15506,11264,0,72,83,SHIFT-B,62.99,11-06-2025,133,27756,5753,72,Manual Stop,0,890,654,73.48,83.23,E581,0.27,1,Needs Attention
HELION_ASSEMBLY_1,MAC_LINE_3_GALVION,MACLINE-2,Voltris (V3.6),ZX-5024-A9,0,09-10-2025 05:26,09-10-2025 05:26,0,28277,0,0,65,SHIFT-C,0,11-06-2025,178,0,34952,0,Power Failure,0,1207,893,73.99,73.39,E828,0,1,Needs Attention
DRAVON_ASSEMBLY_5,MAC_LINE_4_VOLTRIS,MACLINE-2,Nexora (V1.3),TX-3392-C7,159,09-10-2025 17:54,09-10-2025 17:57,0,28688,0,0,0,SHIFT-C,0,27-06-2025,0,0,75305,0,Manual Stop,0,1036,1131,109.17,70.37,E134,0,0,Healthy
VORTAN_ASSEMBLY_2,MAC_LINE_2_CEREVEX,MACLINE-1,Voltris (V3.5),TX-8274-C8,300,09-10-2025 04:22,09-10-2025 04:27,1779,26073,29,6,6,SHIFT-C,100,27-06-2025,8,2459,73094,2,Sensor Fault,1,1238,1304,105.33,69.83,E119,0.01,1,Healthy
DRAVON_SCREWING_4,MAC_LINE_1_VORTAN,MACLINE-2,Voltris (V5.0),TX-8007-A1,179,09-10-2025 18:14,09-10-2025 18:17,0,28460,0,0,0,SHIFT-C,0,27-06-2025,0,0,86055,0,Sensor Fault,1,970,758,78.14,62.53,E639,0,1,Needs Attention
LUMINA_MOUNTING_3,MAC_LINE_2_ORVION,MACLINE-2,Syntra (V3.2),NX-1091-A1,0,09-10-2025 13:31,09-10-2025 13:31,0,28277,0,0,52,SHIFT-A,0,10-06-2025,52,0,5004,48661,Network Issue,0,853,820,96.13,97.29,E534,172.08,0,Healthy
HELION_MOUNTING_4,MAC_LINE_1_SYNTRA,MACLINE-2,Cryon (V1.7),TX-5233-A2,129,09-10-2025 04:44,09-10-2025 04:46,7160,20827,0,31,58,SHIFT-C,100,10-06-2025,183,22978,49279,22,Maintenance,0,1368,1301,95.1,76.33,E566,0.08,1,Healthy
CEREVEX_PACKAGING_1,MAC_LINE_2_HELION,MACLINE-4,Auralon (V3.6),ZX-7683-B3,159,09-10-2025 05:46,09-10-2025 05:49,14528,12530,0,51,95,SHIFT-C,100,10-06-2025,262,41167,54250,56,Manual Stop,1,1498,1644,109.75,79.58,E250,0.21,0,Healthy
GALVION_COATING_3,MAC_LINE_3_DRAVON,MACLINE-1,Dravon (V1.6),NX-8962-B3,2,09-10-2025 08:51,09-10-2025 08:51,0,0,77.04,222.22,0,SHIFT-C,100,10-06-2025,0,86084,0,370,Manual Stop,0,1221,957,78.38,93.82,E160,37000,1,Needs Attention
EONIX_ALIGNMENT_4,MAC_LINE_1_VORTAN,MACLINE-2,Auralon (V4.7),ZX-7487-C5,129,09-10-2025 21:54,09-10-2025 21:56,9646,18105,0,74,78,SHIFT-B,35.63,10-06-2025,125,15698,37441,22,Sensor Fault,1,831,677,81.47,61.33,E269,0.08,1,Healthy
MACHINA_CALIBRATION_3,MAC_LINE_3_VOLTRIS,MACLINE-2,Cryon (V3.5),ZX-6289-A5,202,09-10-2025 21:45,09-10-2025 21:49,16233,13012,0,0,78,SHIFT-B,56.36,10-06-2025,125,24835,24783,0,Maintenance,1,1358,1032,75.99,86.73,E806,0,1,Needs Attention
NEURAX_CALIBRATION_5,MAC_LINE_3_VOLTRIS,MACLINE-1,Axion (V9.0),TX-9051-C5,0,09-10-2025 21:11,09-10-2025 18:42,93,28291,0,0,0,SHIFT-B,0.31,10-06-2025,0,138,57046,7,Sensor Fault,1,1055,960,91,63.94,E839,0.02,1,Healthy
NEXORA_SCREWING_3,MAC_LINE_4_AXION,MACLINE-1,Quantor (V1.7),VX-1341-B9,2,09-10-2025 22:33,09-10-2025 22:33,77.04,0,0,222.22,0,SHIFT-C,100,11-06-2025,0,85115,954,0,Network Issue,0,1292,1335,103.33,80.89,E509,0,0,Healthy
CRYON_SCREWING_2,MAC_LINE_3_AURALON,MACLINE-1,Galvion (V1.0),VX-4902-A8,0,09-10-2025 23:43,09-10-2025 18:42,7,6073,22365,0,0,SHIFT-C,100,11-06-2025,0,64,61783,375,Maintenance,0,842,861,102.26,61.71,E482,6.17,1,Healthy
GALVION_SEALING_3,MAC_LINE_3_GALVION,MACLINE-4,Syntra (V4.1),VX-7617-C3,144,09-10-2025 05:55,09-10-2025 05:58,11446,10988,0,64000,77,SHIFT-C,100,27-06-2025,268,39755,74135,141,Power Failure,1,826,673,81.48,97.04,E503,0.63,0,Healthy
MACHINA_MOUNTING_1,MAC_LINE_2_ZERION,MACLINE-2,Lumina (V4.8),TX-3297-C2,170,09-10-2025 05:37,09-10-2025 05:40,12554,13852,0,140,74,SHIFT-C,0,09-06-2025,187,36002,14738,140,Maintenance,0,1315,1208,91.86,97.53,E787,0.53,1,Healthy
DRAVON_TEST_1,MAC_LINE_5_GALVION,MACLINE-2,Cryon (V4.7),VX-7016-C8,1,09-10-2025 05:30,09-10-2025 05:30,0,28277,0,0,76,SHIFT-C,0,09-06-2025,192,0,40070,0,Manual Stop,0,1051,1032,98.19,97.3,E918,0,0,Healthy
ORVION_SEALING_2,MAC_LINE_2_CRYON,MACLINE-2,Axion (V2.7),TX-2889-A5,128,09-10-2025 13:37,09-10-2025 13:39,5823,22221,0,22,47,SHIFT-A,26.77,10-06-2025,47,5898,20943,22,Maintenance,1,1005,1021,101.59,78.1,E972,0.08,1,Healthy
QUANTOR_TEST_3,MAC_LINE_2_LUMINA,MACLINE-4,Quantor (V7.4),ZX-4089-C9,130,09-10-2025 14:06,09-10-2025 14:08,10184,18612,0,64000,78,SHIFT-A,45.65,10-06-2025,78,10057,25469,36,Manual Stop,1,898,745,82.96,69.61,E848,0.13,0,Healthy
VOLTRIS_INSPECTION_2,MAC_LINE_3_SYNTRA,MACLINE-1,Galvion (V4.0),VX-2263-A2,444,09-10-2025 13:50,09-10-2025 13:57,15565,12888,0,0,55,SHIFT-A,70.65,10-06-2025,55,15565,12884,0,Power Failure,0,1313,1182,90.02,61.59,E925,0,0,Healthy
SYNTRA_SCREWING_1,MAC_LINE_5_AXION,MACLINE-4,Zerion (V4.6),HX-9686-A9,92,09-10-2025 05:55,09-10-2025 05:56,7953,18192,0,233,84,SHIFT-C,100,11-06-2025,240,24202,60625,244,Sensor Fault,1,1328,1280,96.39,69.38,E613,0.93,1,Healthy
ORVION_CALIBRATION_4,MAC_LINE_5_NEURAX,MACLINE-1,Vortan (V8.4),TX-3814-C7,0,09-10-2025 23:43,09-10-2025 18:42,7,6073,22365,0,0,SHIFT-C,100,11-06-2025,0,64,61783,375,Network Issue,0,1291,916,70.95,79.38,E547,6.17,1,Needs Attention
GALVION_CALIBRATION_4,MAC_LINE_4_NEURAX,MACLINE-4,Vortan (V6.2),ZX-9720-B5,132,09-10-2025 05:56,09-10-2025 05:58,9318,13148,0,64000,70,SHIFT-C,100,11-06-2025,208,28348,78740,71,Maintenance,1,800,613,76.62,89.57,E247,0.32,1,Needs Attention
ORVION_INSPECTION_4,MAC_LINE_4_SYNTRA,MACLINE-2,Machina (V3.3),NX-1893-B9,112,09-10-2025 21:39,09-10-2025 21:41,8652,19106,0,0,83,SHIFT-B,35.36,11-06-2025,145,15578,22733,0,Power Failure,1,1311,1258,95.96,84.99,E821,0,0,Healthy
VORTAN_TEST_3,MAC_LINE_3_ZERION,MACLINE-1,NeuraX (V9.6),TX-8748-B5,230,09-10-2025 21:26,09-10-2025 21:30,12720,13883,0,1,41,SHIFT-B,51.58,11-06-2025,78,22729,32684,1,Power Failure,1,1058,1128,106.62,63.86,E685,0,0,Healthy
ZERION_ALIGNMENT_5,MAC_LINE_2_AURALON,MACLINE-2,Astra (V9.6),VX-8728-A3,1173,09-10-2025 19:15,09-10-2025 19:35,0,28396,0,0,0,SHIFT-C,100,25-07-2025,2,1264,38883,28800,Power Failure,1,1140,958,84.04,92.98,E689,101.42,0,Healthy
ASTRA_INSPECTION_1,MAC_LINE_4_NEURAX,MACLINE-2,Voltris (V1.6),HX-4894-B1,339,09-10-2025 19:50,09-10-2025 19:56,0,28390,0,0,0,SHIFT-C,100,25-07-2025,2,547,82618,0,Power Failure,0,1253,1102,87.95,67.7,E818,0,0,Healthy
CEREVEX_COATING_4,MAC_LINE_1_NEURAX,MACLINE-1,Quantor (V6.5),NX-8401-B8,232,09-10-2025 05:30,09-10-2025 05:34,11398,17371,0,0,51,SHIFT-C,100,10-06-2025,158,35213,50222,0,Sensor Fault,1,1433,1402,97.84,81.13,E855,0,1,Healthy
FLUXEN_COATING_3,MAC_LINE_2_NEXORA,MACLINE-1,Nexora (V4.0),NX-2862-C2,0,09-10-2025 23:43,09-10-2025 18:42,0,0,28460,0,0,SHIFT-A,0,13-06-2025,0,0,0,474,Network Issue,1,967,859,88.83,72.69,E438,47400,0,Healthy
VOLTRIS_TEST_2,MAC_LINE_3_VOLTRIS,MACLINE-1,Galvion (V7.7),NX-7696-A4,2,09-10-2025 22:33,09-10-2025 22:33,98.91,0,0,222.22,0,SHIFT-A,100,13-06-2025,0,28481,0,0,Maintenance,1,1087,933,85.83,85.9,E580,0,1,Healthy
SYNTRA_SEALING_1,MAC_LINE_3_SYNTRA,MACLINE-4,Nexora (V7.8),ZX-2037-A7,142,09-10-2025 06:01,09-10-2025 06:04,11594,10836,0,64000,81,SHIFT-C,100,14-06-2025,247,41744,65979,176,Manual Stop,0,1052,1079,102.57,67.55,E433,0.78,0,Healthy
NEXORA_COATING_2,MAC_LINE_4_SYNTRA,MACLINE-2,Axion (V8.1),HX-1095-A7,197,09-10-2025 03:51,09-10-2025 03:55,5127,23737,0,0,25,SHIFT-C,100,14-06-2025,98,18745,50390,0,Network Issue,1,1146,1022,89.18,83.54,E198,0,0,Healthy
